# Which MSigDB terms the Metabolic collection is made of.
#
# One term per line: MSigDB systematic id, tab, category. A line beginning "!"
# is a term that was JUDGED AND LEFT OUT on purpose — it is recorded so that
# derive-metabolic.mjs's staleness check can tell "nobody has looked at this
# yet" from "somebody looked and said no", and so the second is arguable in a
# diff rather than invisible.
#
# HOW THIS WAS MADE
#
# Every one of the 15,646 term names in the pathway and ontology collections was
# read and judged against written criteria — the union across human and mouse,
# since they share systematic ids, so each term is decided once. It replaced a
# name-matching vocabulary, which is only ever as good as the correlation
# between what a pathway is called and what it is about. That correlation fails
# exactly where it matters: the vocabulary missed KEGG_PENTOSE_AND_
# GLUCURONATE_INTERCONVERSIONS, a metabolic map with no metabolic word in it;
# REACTOME_COMPLEX_I_BIOGENESIS and REACTOME_MITOCHONDRIAL_BIOGENESIS;
# KEGG_INSULIN_SIGNALING_PATHWAY and KEGG_PPAR_SIGNALING_PATHWAY, whose whole
# subject is metabolic control; and KEGG_TYPE_II_DIABETES_MELLITUS. No
# vocabulary catches those without catching half of signalling with them.
#
# WHAT COUNTS AS METABOLIC
#
# The biochemistry of small molecules — synthesis, breakdown, interconversion —
# energy metabolism, redox and one-carbon, storage and mobilisation, the
# transport of metabolites, the pathways that REGULATE metabolism, metabolic
# disease, metabolic enzyme activities, and the compartments that exist to do
# metabolism. Not: macromolecule turnover, which GO also calls metabolism
# (protein, RNA and DNA metabolic processes, translation, proteasome); the
# top-of-hierarchy terms that cover everything; or signalling and development
# where a metabolite is incidental.
#
# ONE STATEMENT, ONE SET
#
# The library said "oxidative phosphorylation" 60 times over, in 60 sets
# that are the same claim at different resolutions — every electron-transfer
# step, every respiratory complex's assembly, each database's own copy. That is
# 60 rows in a results table for one finding and 60 of the tests the
# Benjamini-Hochberg correction is spread across. The family is consolidated to
# four: Hallmark's and KEGG's oxidative phosphorylation, Reactome's aerobic
# respiration, and mitochondrial biogenesis, which is a different question from
# respiring. Terms whose subject is another family that merely happens in the
# mitochondrion — beta-oxidation, the TCA cycle, iron-sulfur clusters,
# mitochondrial fatty acid synthesis — stay with their own kind.
#
# Ribosomes and translation needed no consolidation: they are macromolecule
# turnover and the criteria never admitted them. The one survivor,
# GOBP_NONRIBOSOMAL_PEPTIDE_BIOSYNTHETIC_PROCESS, is genuine small-molecule
# metabolism and is named for what it is NOT.
#
# 2813 terms included, 428 recorded as deliberately excluded.

GOMF_PHOSPHATIDYLINOSITOL_3_PHOSPHATE_PHOSPHATASE_ACTIVITY	lipid
GOMF_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_5_PHOSPHATASE_ACTIVITY	lipid
GOMF_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_PHOSPHATASE_ACTIVITY	lipid
GOMF_PHOSPHATIDYLINOSITOL_BISPHOSPHATE_PHOSPHATASE_ACTIVITY	lipid
GOMF_PHOSPHATIDYLINOSITOL_KINASE_ACTIVITY	lipid
GOMF_PHOSPHATIDYLINOSITOL_MONOPHOSPHATE_PHOSPHATASE_ACTIVITY	lipid
GOMF_PHOSPHATIDYLINOSITOL_PHOSPHATE_4_PHOSPHATASE_ACTIVITY	lipid
GOMF_PHOSPHATIDYLINOSITOL_PHOSPHATE_5_PHOSPHATASE_ACTIVITY	lipid
GOMF_PHOSPHATIDYLINOSITOL_PHOSPHATE_PHOSPHATASE_ACTIVITY	lipid
GOMF_PHOSPHATIDYLINOSITOL_PHOSPHOLIPASE_C_ACTIVITY	lipid
GOMF_PHOSPHATIDYLINOSITOL_TRANSFER_ACTIVITY	lipid
GOMF_PHOSPHATIDYLINOSITOL_TRISPHOSPHATE_PHOSPHATASE_ACTIVITY	lipid
GOMF_PHOSPHATIDYLSERINE_FLIPPASE_ACTIVITY	lipid
GOMF_PHOSPHATIDYLSERINE_FLOPPASE_ACTIVITY	lipid
GOMF_PHOSPHATIDYLSERINE_TRANSFER_ACTIVITY	lipid
GOMF_PHOSPHODIESTERASE_I_ACTIVITY	nucleotide
GOMF_PHOSPHOFRUCTOKINASE_ACTIVITY	energy
GOMF_PHOSPHOLIPASE_A1_ACTIVITY	lipid
GOMF_PHOSPHOLIPASE_A2_ACTIVITY	lipid
GOMF_PHOSPHOLIPASE_A2_INHIBITOR_ACTIVITY	regulation
GOMF_PHOSPHOLIPASE_ACTIVATOR_ACTIVITY	regulation
GOMF_PHOSPHOLIPASE_ACTIVITY	lipid
GOMF_PHOSPHOLIPASE_C_ACTIVITY	lipid
GOMF_PHOSPHOLIPASE_D_ACTIVITY	lipid
GOMF_PHOSPHOLIPASE_INHIBITOR_ACTIVITY	regulation
GOMF_PHOSPHOLIPID_SCRAMBLASE_ACTIVITY	lipid
GOMF_PHOSPHOLIPID_TRANSFER_ACTIVITY	lipid
GOMF_PHOSPHOLIPID_TRANSPORTER_ACTIVITY	transport
GOMF_PHOSPHORUS_OXYGEN_LYASE_ACTIVITY	nucleotide
GOMF_PHOSPHOTRANSFERASE_ACTIVITY_NITROGENOUS_GROUP_AS_ACCEPTOR	energy
GOMF_POLYAMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_POLYOL_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_PRENYL_DIPHOSPHATE_SYNTHASE_ACTIVITY	lipid
GOMF_PRIMARY_METHYLAMINE_OXIDASE_ACTIVITY	enzyme
GOMF_PROLINE_SODIUM_SYMPORTER_ACTIVITY	transport
GOMF_PROSTAGLANDIN_H2_ENDOPEROXIDASE_REDUCTASE_ACTIVITY	lipid
GOMF_PROSTAGLANDIN_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_PROTON_CHANNEL_ACTIVITY	energy
GOMF_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	energy
GOMF_PURINE_NUCLEOSIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_PURINE_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_PURINE_RIBONUCLEOTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_PUTRESCINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_PYRIMIDINE_NUCLEOBASE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_PYRIMIDINE_NUCLEOSIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_PYRIMIDINE_NUCLEOTIDE_SUGAR_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_PYRUVATE_DEHYDROGENASE_ACETYL_TRANSFERRING_KINASE_ACTIVITY	energy
GOMF_PYRUVATE_DEHYDROGENASE_ACETYL_TRANSFERRING_PHOSPHATASE_ACTIVITY	energy
GOMF_PYRUVATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_QUATERNARY_AMMONIUM_GROUP_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_QUINOL_CYTOCHROME_C_REDUCTASE_ACTIVITY	energy
GOMF_QUINONE_BINDING	redox
GOMF_RACEMASE_AND_EPIMERASE_ACTIVITY	enzyme
GOMF_RACEMASE_AND_EPIMERASE_ACTIVITY_ACTING_ON_CARBOHYDRATES_AND_DERIVATIVES	carbohydrate
GOMF_RETINAL_DEHYDROGENASE_NADPLUS_ACTIVITY	other
GOMF_RETINOIC_ACID_4_HYDROXYLASE_ACTIVITY	other
GOMF_RETINYL_PALMITATE_ESTERASE_ACTIVITY	other
GOMF_RIBOFLAVIN_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_S_ADENOSYL_L_METHIONINE_BINDING	cofactor
GOMF_SECONDARY_ACTIVE_MONOCARBOXYLATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	energy
GOMF_SECONDARY_ACTIVE_SULFATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_SHORT_CHAIN_CARBOXYLESTERASE_ACTIVITY	enzyme
GOMF_SHORT_CHAIN_FATTY_ACID_COA_LIGASE_ACTIVITY	lipid
GOMF_SHORT_CHAIN_FATTY_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_SODIUM_PHOSPHATE_SYMPORTER_ACTIVITY	transport
GOMF_SPERMIDINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_SPHINGOLIPID_TRANSFER_ACTIVITY	lipid
GOMF_SPHINGOLIPID_TRANSPORTER_ACTIVITY	transport
GOMF_SPHINGOMYELIN_PHOSPHODIESTERASE_ACTIVITY	lipid
GOMF_SPHINGOSINE_1_PHOSPHATE_PHOSPHATASE_ACTIVITY	lipid
GOMF_SPHINGOSINE_N_ACYLTRANSFERASE_ACTIVITY	lipid
GOMF_STEROID_DEHYDROGENASE_ACTIVITY	lipid
GOMF_STEROID_DEHYDROGENASE_ACTIVITY_ACTING_ON_THE_CH_OH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	lipid
GOMF_STEROID_DELTA_ISOMERASE_ACTIVITY	lipid
GOMF_STEROID_HYDROXYLASE_ACTIVITY	lipid
GOMF_STEROID_SULFOTRANSFERASE_ACTIVITY	lipid
GOMF_STEROL_ESTER_ESTERASE_ACTIVITY	lipid
GOMF_STEROL_TRANSFER_ACTIVITY	lipid
GOMF_SUCCINATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	energy
GOMF_SUGAR_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_SULFATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_SULFUR_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	amino-acid
GOMF_SULFUR_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_SUPEROXIDE_DISMUTASE_ACTIVITY	redox
GOMF_SUPEROXIDE_GENERATING_NAD_P_H_OXIDASE_ACTIVITY	redox
GOMF_SUPEROXIDE_GENERATING_NADPH_OXIDASE_ACTIVATOR_ACTIVITY	redox
GOMF_SUPEROXIDE_GENERATING_NADPH_OXIDASE_ACTIVITY	redox
GOMF_TAURINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_TESTOSTERONE_16_ALPHA_HYDROXYLASE_ACTIVITY	lipid
GOMF_TESTOSTERONE_16_BETA_HYDROXYLASE_ACTIVITY	lipid
GOMF_TESTOSTERONE_6_BETA_HYDROXYLASE_ACTIVITY	lipid
GOMF_TETRAPYRROLE_BINDING	cofactor
GOMF_THIAMINE_PYROPHOSPHATE_BINDING	cofactor
GOMF_THIAMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_THIOL_OXIDASE_ACTIVITY	redox
GOMF_THIOLESTER_HYDROLASE_ACTIVITY	lipid
GOMF_THIOREDOXIN_DEPENDENT_PEROXIREDOXIN_ACTIVITY	redox
GOMF_THIOREDOXIN_DISULFIDE_REDUCTASE_NADPH_ACTIVITY	redox
GOMF_THYROID_HORMONE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_TOXIN_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	xenobiotic
GOMF_TRANS_1_2_DIHYDROBENZENE_1_2_DIOL_DEHYDROGENASE_ACTIVITY	xenobiotic
GOMF_TRANSAMINASE_ACTIVITY	amino-acid
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_NITROGENOUS_GROUPS	amino-acid
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_ONE_CARBON_GROUPS	redox
GOMF_TRANSFERRIN_RECEPTOR_BINDING	transport
GOMF_TRANSITION_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_TRANSKETOLASE_OR_TRANSALDOLASE_ACTIVITY	energy
GOMF_TRIACYLGLYCEROL_LIPASE_ACTIVITY	lipid
GOMF_TRIPEPTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_UBIQUINONE_BINDING	redox
GOMF_UDP_GLUCOSYLTRANSFERASE_ACTIVITY	xenobiotic
GOMF_UDP_GLYCOSYLTRANSFERASE_ACTIVITY	xenobiotic
GOMF_UDP_N_ACETYLGLUCOSAMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_UDP_PHOSPHATASE_ACTIVITY	nucleotide
GOMF_UREA_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_URIDINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_URIDYLYLTRANSFERASE_ACTIVITY	nucleotide
GOMF_VERY_LONG_CHAIN_FATTY_ACID_COA_LIGASE_ACTIVITY	lipid
GOMF_VITAMIN_B6_BINDING	cofactor
GOMF_VITAMIN_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_XENOBIOTIC_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	xenobiotic
GOMF_ZINC_CHAPERONE_ACTIVITY	transport
GOMF_ZINC_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_ZINC_PROTON_ANTIPORTER_ACTIVITY	transport
HALLMARK_ADIPOGENESIS	storage
HALLMARK_BILE_ACID_METABOLISM	lipid
HALLMARK_CHOLESTEROL_HOMEOSTASIS	lipid
HALLMARK_FATTY_ACID_METABOLISM	lipid
HALLMARK_GLYCOLYSIS	energy
HALLMARK_HEME_METABOLISM	cofactor
HALLMARK_HYPOXIA	regulation
HALLMARK_MTORC1_SIGNALING	regulation
HALLMARK_OXIDATIVE_PHOSPHORYLATION	energy
HALLMARK_PEROXISOME	compartment
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	redox
HALLMARK_XENOBIOTIC_METABOLISM	xenobiotic
KEGG_ABC_TRANSPORTERS	transport
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	regulation
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	amino-acid
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	lipid
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	carbohydrate
KEGG_ARACHIDONIC_ACID_METABOLISM	lipid
KEGG_ARGININE_AND_PROLINE_METABOLISM	amino-acid
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	cofactor
KEGG_BETA_ALANINE_METABOLISM	amino-acid
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	lipid
KEGG_BUTANOATE_METABOLISM	carbohydrate
KEGG_CITRATE_CYCLE_TCA_CYCLE	energy
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	amino-acid
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	xenobiotic
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	xenobiotic
KEGG_ETHER_LIPID_METABOLISM	lipid
KEGG_FATTY_ACID_METABOLISM	lipid
KEGG_FOLATE_BIOSYNTHESIS	cofactor
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	carbohydrate
KEGG_GALACTOSE_METABOLISM	carbohydrate
KEGG_GLUTATHIONE_METABOLISM	redox
KEGG_GLYCEROLIPID_METABOLISM	lipid
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	lipid
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	amino-acid
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	energy
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	lipid
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	lipid
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	lipid
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	energy
KEGG_HISTIDINE_METABOLISM	amino-acid
KEGG_INOSITOL_PHOSPHATE_METABOLISM	lipid
KEGG_INSULIN_SIGNALING_PATHWAY	regulation
KEGG_LIMONENE_AND_PINENE_DEGRADATION	xenobiotic
KEGG_LINOLEIC_ACID_METABOLISM	lipid
KEGG_LYSINE_DEGRADATION	amino-acid
KEGG_LYSOSOME	compartment
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	disease
KEGG_MEDICUS_ENV_FACTOR_BENZO_A_PYRENRE_TO_CYP_MEDIATED_METABOLISM	xenobiotic
KEGG_MEDICUS_REFERENCE_ACTH_CORTISOL_SIGNALING_PATHWAY	lipid
KEGG_MEDICUS_REFERENCE_ADRB3_UCP1_SIGNALING_PATHWAY	energy
KEGG_MEDICUS_REFERENCE_BETA_OXIDATION	energy
KEGG_MEDICUS_REFERENCE_BETA_OXIDATION_ACYL_COA_SYNTHESIS	energy
KEGG_MEDICUS_REFERENCE_BETA_OXIDATION_PEROXISOME_VLCFA	lipid
KEGG_MEDICUS_REFERENCE_BILE_ACID_BIOSYNTHESIS	lipid
KEGG_MEDICUS_REFERENCE_BMP_HAMP_SIGNALING_PATHWAY	regulation
KEGG_MEDICUS_REFERENCE_BMP_HAMP_SIGNALING_PATHWAY_AUXILIARY_FACTOR	regulation
KEGG_MEDICUS_REFERENCE_CHOLESTEROL_BIOSYNTHESIS	lipid
KEGG_MEDICUS_REFERENCE_CITRATE_CYCLE_FIRST_CARBON_OXIDATION	energy
KEGG_MEDICUS_REFERENCE_CITRATE_CYCLE_SECOND_CARBON_OXIDATION_2	energy
KEGG_MEDICUS_REFERENCE_CREATINE_PATHWAY	energy
KEGG_MEDICUS_REFERENCE_FE_TF_TRANSPORT	transport
KEGG_MEDICUS_REFERENCE_FE3_FERRITIN_TRANSPORT	transport
KEGG_MEDICUS_REFERENCE_FLCN_MTORC1_SIGNALING_PATHWAY	regulation
KEGG_MEDICUS_REFERENCE_GATOR1_MTORC1_SIGNALING_PATHWAY	regulation
KEGG_MEDICUS_REFERENCE_GLUCONEOGENESIS	energy
KEGG_MEDICUS_REFERENCE_GLUTATHIONE_BIOSYNTHESIS	redox
KEGG_MEDICUS_REFERENCE_GLYCOGEN_BIOSYNTHESIS	storage
KEGG_MEDICUS_REFERENCE_GLYCOGEN_DEGRADATION	storage
KEGG_MEDICUS_REFERENCE_GLYCOGEN_DEGRADATION_AMYLASE_	storage
KEGG_MEDICUS_REFERENCE_GLYCOLYSIS	energy
KEGG_MEDICUS_REFERENCE_HEME_BIOSYNTHESIS	cofactor
KEGG_MEDICUS_REFERENCE_HIF_1_SIGNALING_PATHWAY	regulation
KEGG_MEDICUS_REFERENCE_HYDROLYSIS_OF_SPHINGOMYELIN	lipid
KEGG_MEDICUS_REFERENCE_ISOLEUCINE_DEGRADATION	amino-acid
KEGG_MEDICUS_REFERENCE_LEUCINE_DEGRADATION	amino-acid
KEGG_MEDICUS_REFERENCE_METHIONINE_DEGRADATION	amino-acid
KEGG_MEDICUS_REFERENCE_MEVALONATE_PATHWAY	lipid
KEGG_MEDICUS_REFERENCE_NAD_BIOSYNTHESIS	cofactor
KEGG_MEDICUS_REFERENCE_PURINE_SALVAGE_PATHWAY_ADENINE_TO_AMP	nucleotide
KEGG_MEDICUS_REFERENCE_PURINE_SALVAGE_PATHWAY_HYPOXANTHINE_GUANINE_TO_IMP_GMP	nucleotide
KEGG_MEDICUS_REFERENCE_SEROTONIN_METABOLISM	other
KEGG_MEDICUS_REFERENCE_STEROID_HORMONE_BIOSYNTHESIS_PROGESTERONE_TO_CORTISOL_CORTISONE	lipid
KEGG_MEDICUS_REFERENCE_STRAD_STK11_TSC_SIGNALING_PATHWAY	regulation
KEGG_MEDICUS_REFERENCE_TESTOSTERONE_BIOSYNTHESIS	lipid
KEGG_MEDICUS_REFERENCE_THYROID_HORMONE_SIGNALING_PATHWAY	regulation
KEGG_MEDICUS_REFERENCE_TSC1_2_MTORC1_SIGNALING_PATHWAY	regulation
KEGG_MEDICUS_REFERENCE_TSH_DUOX2_TG_SIGNALING_PATHWAY	other
KEGG_MEDICUS_REFERENCE_TSH_TG_SIGNALING_PATHWAY	other
KEGG_MEDICUS_REFERENCE_TYROSINE_DEGRADATION	amino-acid
KEGG_MEDICUS_REFERENCE_UREA_CYCLE	amino-acid
KEGG_MEDICUS_REFERENCE_VALINE_DEGRADATION	amino-acid
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	xenobiotic
KEGG_MTOR_SIGNALING_PATHWAY	regulation
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	cofactor
KEGG_NITROGEN_METABOLISM	other
KEGG_ONE_CARBON_POOL_BY_FOLATE	cofactor
KEGG_OXIDATIVE_PHOSPHORYLATION	energy
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	cofactor
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	carbohydrate
KEGG_PENTOSE_PHOSPHATE_PATHWAY	energy
KEGG_PEROXISOME	compartment
KEGG_PHENYLALANINE_METABOLISM	amino-acid
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	cofactor
KEGG_PPAR_SIGNALING_PATHWAY	regulation
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	lipid
KEGG_PROPANOATE_METABOLISM	energy
KEGG_PURINE_METABOLISM	nucleotide
KEGG_PYRIMIDINE_METABOLISM	nucleotide
KEGG_PYRUVATE_METABOLISM	energy
KEGG_RETINOL_METABOLISM	lipid
KEGG_RIBOFLAVIN_METABOLISM	cofactor
KEGG_SELENOAMINO_ACID_METABOLISM	amino-acid
KEGG_SPHINGOLIPID_METABOLISM	lipid
KEGG_STARCH_AND_SUCROSE_METABOLISM	carbohydrate
KEGG_STEROID_BIOSYNTHESIS	lipid
KEGG_STEROID_HORMONE_BIOSYNTHESIS	lipid
KEGG_SULFUR_METABOLISM	other
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	amino-acid
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	lipid
KEGG_TRYPTOPHAN_METABOLISM	amino-acid
KEGG_TYPE_I_DIABETES_MELLITUS	disease
KEGG_TYPE_II_DIABETES_MELLITUS	disease
KEGG_TYROSINE_METABOLISM	amino-acid
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	amino-acid
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	amino-acid
PID_HIF1_TFPATHWAY	regulation
PID_HIF1A_PATHWAY	regulation
PID_HIF2PATHWAY	regulation
PID_INSULIN_GLUCOSE_PATHWAY	regulation
PID_INSULIN_PATHWAY	regulation
PID_LKB1_PATHWAY	regulation
PID_MTOR_4PATHWAY	regulation
PID_PTP1B_PATHWAY	regulation
REACTOME_ABACAVIR_ADME	xenobiotic
REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT	xenobiotic
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	transport
REACTOME_ABC_TRANSPORTER_DISORDERS	disease
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	lipid
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION	regulation
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	regulation
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP	regulation
REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION	regulation
REACTOME_ACYL_CHAIN_REMODELING_OF_CL	lipid
REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG	lipid
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	lipid
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	lipid
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	lipid
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	lipid
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	lipid
REACTOME_ADIPOGENESIS	storage
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION	regulation
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	energy
REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION	xenobiotic
REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM	lipid
REACTOME_ALPHA_OXIDATION_OF_PHYTANATE	lipid
REACTOME_AMINO_ACID_CONJUGATION	xenobiotic
REACTOME_AMINO_ACIDS_REGULATE_MTORC1	regulation
REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY	regulation
REACTOME_ANDROGEN_BIOSYNTHESIS	lipid
REACTOME_ARACHIDONATE_METABOLISM	lipid
REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG	lipid
REACTOME_ARYL_HYDROCARBON_RECEPTOR_SIGNALLING	xenobiotic
REACTOME_ASPARTATE_AND_ASPARAGINE_METABOLISM	amino-acid
REACTOME_ASPIRIN_ADME	xenobiotic
REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES	lipid
REACTOME_ATORVASTATIN_ADME	xenobiotic
REACTOME_AZATHIOPRINE_ADME	xenobiotic
REACTOME_BETA_OXIDATION_OF_BUTANOYL_COA_TO_ACETYL_COA	energy
REACTOME_BETA_OXIDATION_OF_DECANOYL_COA_TO_OCTANOYL_COA_COA	energy
REACTOME_BETA_OXIDATION_OF_HEXANOYL_COA_TO_BUTANOYL_COA	energy
REACTOME_BETA_OXIDATION_OF_LAUROYL_COA_TO_DECANOYL_COA_COA	energy
REACTOME_BETA_OXIDATION_OF_OCTANOYL_COA_TO_HEXANOYL_COA	energy
REACTOME_BETA_OXIDATION_OF_PRISTANOYL_COA	energy
REACTOME_BETA_OXIDATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS	energy
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	lipid
REACTOME_BIOLOGICAL_OXIDATIONS	xenobiotic
REACTOME_BIOSYNTHESIS_OF_E_SERIES_18_S_RESOLVINS	lipid
REACTOME_BIOSYNTHESIS_OF_EPA_DERIVED_SPMS	lipid
REACTOME_BIOSYNTHESIS_OF_LIPOXINS_LX	lipid
REACTOME_BIOSYNTHESIS_OF_MARESIN_LIKE_SPMS	lipid
REACTOME_BIOSYNTHESIS_OF_MARESINS	lipid
REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS	lipid
REACTOME_BIOTIN_TRANSPORT_AND_METABOLISM	cofactor
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	amino-acid
REACTOME_BRANCHED_CHAIN_KETOACID_DEHYDROGENASE_KINASE_DEFICIENCY	disease
REACTOME_CARNITINE_SHUTTLE	energy
REACTOME_CELLULAR_HEXOSE_TRANSPORT	transport
REACTOME_CELLULAR_RESPONSE_TO_STARVATION	regulation
REACTOME_CHOLESTEROL_BIOSYNTHESIS	lipid
REACTOME_CHOLESTEROL_BIOSYNTHESIS_VIA_DESMOSTEROL_BLOCH_PATHWAY	lipid
REACTOME_CHOLINE_CATABOLISM	other
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	carbohydrate
REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION	regulation
REACTOME_CHYLOMICRON_ASSEMBLY	lipid
REACTOME_CHYLOMICRON_CLEARANCE	lipid
REACTOME_CHYLOMICRON_REMODELING	lipid
REACTOME_CIPROFLOXACIN_ADME	xenobiotic
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	energy
REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT	compartment
REACTOME_COBALAMIN_CBL_METABOLISM	cofactor
